global_step,local_step,raw_action_min,raw_action_max,action_0,action_1,action_2,action_3,action_4,action_5,action_6,expected_dx_m,expected_dy_m,expected_dz_m,expected_rx_rad,expected_ry_rad,expected_rz_rad,demo_err_max,live_err_max,live_reward,live_done,live_truncated,action_changed_by_safety,demo_delta_action_0,demo_delta_action_1,demo_delta_action_2,demo_delta_action_3,demo_delta_action_4,demo_delta_action_5,live_delta_action_0,live_delta_action_1,live_delta_action_2,live_delta_action_3,live_delta_action_4,live_delta_action_5
76,76,-0.03449408337473869,0.06264448165893555,-0.021454691886901855,0.028055906295776367,0.06264448165893555,-0.03449408337473869,0.002612167503684759,0.023387059569358826,0.0,-0.00038618443068116903,0.0005050062900409102,0.0011276006698608398,-0.000344940839568153,2.612167372717522e-05,0.00023387059627566487,0.13797634840011597,2.3427815437316895,0.0,False,False,False,-0.011919273994863033,0.015586615540087223,0.03480249270796776,-0.17247043550014496,0.013060837984085083,0.11693530529737473,-0.018461711704730988,-0.5316519141197205,-0.026165612041950226,-2.3772757053375244,0.17631132900714874,-0.5513296127319336
77,77,-0.011589234694838524,0.12433677911758423,-0.009538233280181885,-0.0034093856811523438,0.12433677911758423,-0.011589234694838524,0.0017673660768195987,-0.009037043899297714,0.0,-0.00017168819613289088,-6.136894080555066e-05,0.0022380619775503874,-0.00011589234782150015,1.7673661204753444e-05,-9.037043491844088e-05,0.055260784924030304,2.5869414806365967,0.0,False,False,False,-0.005299018695950508,-0.0018941032467409968,0.06907599419355392,-0.05794617533683777,0.008836830034852028,-0.04518521949648857,-0.006645090412348509,0.6423377394676208,0.03779182955622673,2.575352191925049,-0.20748235285282135,0.5163445472717285
78,78,-0.052294135093688965,0.1737058162689209,0.01780986785888672,-0.052294135093688965,0.1737058162689209,-0.027567019686102867,-0.0338728129863739,-0.0030488758347928524,0.0,0.00032057761563919485,-0.0009412944200448692,0.0031267045997083187,-0.00027567020151764154,-0.00033872813219204545,-3.048875805689022e-05,0.1354912519454956,2.654099464416504,0.0,False,False,False,0.009894371032714844,-0.02905229851603508,0.09650323539972305,-0.13783510029315948,-0.1693640649318695,-0.01524437963962555,0.006573895923793316,-0.632941722869873,0.03709644079208374,-2.681666374206543,0.14349594712257385,-0.6725859642028809
79,79,-0.05316436290740967,0.07684826850891113,-0.05316436290740967,-0.022873282432556152,0.07684826850891113,0.00276741455309093,0.0023066336289048195,-0.017499281093478203,0.0,-0.0009569585090503097,-0.0004117190546821803,0.001383268740028143,2.767414480331354e-05,2.306633541593328e-05,-0.00017499280511401594,0.06999713182449341,2.6405553817749023,0.0,False,False,False,-0.02953575924038887,-0.012707379646599293,0.04269348457455635,0.013837072998285294,0.011533169075846672,-0.08749641478061676,0.022071104496717453,0.6046775579452515,0.09252793341875076,2.643322706222534,-0.2669804096221924,0.5482069253921509
80,80,-0.06746818870306015,0.283774733543396,-0.02449899911880493,0.02772510051727295,0.283774733543396,-0.03723514825105667,-0.06746818870306015,0.026752855628728867,0.0,-0.0004409819666761905,0.0004990517627447844,0.005107944831252098,-0.0003723514673765749,-0.0006746818544343114,0.0002675285504665226,0.269872784614563,2.472447395324707,0.0,False,False,False,-0.013610555790364742,0.015402833931148052,0.15765263140201569,-0.18617574870586395,-0.33734098076820374,0.13376428186893463,-0.04394600912928581,-0.5700008869171143,-0.03537701442837715,-2.5096826553344727,0.2033659964799881,-0.5996668934822083
81,81,-0.13774138689041138,0.48112720251083374,0.030855834484100342,0.0044405460357666016,0.48112720251083374,-0.027271436527371407,-0.13774138689041138,0.034044068306684494,0.0,0.0005554049857892096,7.992982864379883e-05,0.008660289458930492,-0.00027271435828879476,-0.001377413864247501,0.00034044068888761103,0.5509655475616455,1.8040125370025635,0.0,False,False,False,0.01714213192462921,0.0024669701233506203,0.26729288697242737,-0.13635718822479248,-0.6887069344520569,0.17022036015987396,-0.005265077110379934,0.4663020670413971,0.19056351482868195,1.7767411470413208,-0.1795239895582199,0.2707746624946594
82,82,-0.1092875748872757,0.49608200788497925,-0.04528015851974487,-0.05740225315093994,0.49608200788497925,-0.027744591236114502,-0.1092875748872757,-0.032387226819992065,0.0,-0.0008150428184308112,-0.0010332404635846615,0.008929476141929626,-0.00027744591352529824,-0.0010928757255896926,-0.00032387225655838847,0.4371502995491028,1.9262065887451172,0.0,False,False,False,-0.025155644863843918,-0.0318901427090168,0.2756011188030243,-0.1387229561805725,-0.5464378595352173,-0.16193614900112152,0.06056328862905502,-0.45291417837142944,0.26365700364112854,-1.953951120376587,-0.08683458715677261,-0.4206398129463196
83,83,-0.1544266939163208,0.48304498195648193,0.00737309455871582,-0.1544266939163208,0.48304498195648193,-0.03617202490568161,-0.11027026176452637,-0.03705129772424698,0.0,0.00013271569332573563,-0.0027796803042292595,0.008694808930158615,-0.00036172024556435645,-0.0011027025757357478,-0.000370512978406623,0.44108104705810547,1.4329801797866821,0.0,False,False,False,0.0040961639024317265,-0.08579260855913162,0.2683583199977875,-0.18086013197898865,-0.5513513088226318,-0.1852564960718155,-0.06740374863147736,0.32651591300964355,0.1426488161087036,1.39680814743042,-0.12262345105409622,0.23625774681568146
84,84,-0.1767873764038086,0.5193233489990234,-0.036169588565826416,-0.1767873764038086,0.5193233489990234,-0.007562489248812199,-0.11394280940294266,-0.048797838389873505,0.0,-0.0006510525709018111,-0.003182172542437911,0.009347819723188877,-7.562489190604538e-05,-0.001139428117312491,-0.00048797836643643677,0.455771267414093,1.5634477138519287,0.0,False,False,False,-0.020094215869903564,-0.09821521490812302,0.2885129749774933,-0.03781244903802872,-0.5697140693664551,-0.24398919939994812,0.0818893313407898,-0.46777230501174927,0.27211591601371765,-1.5710102319717407,-0.08655741065740585,-0.4774293005466461
85,85,-0.15968680381774902,0.4235982894897461,-0.12945681810379028,-0.15968680381774902,0.4235982894897461,-0.03882738947868347,-0.08514368534088135,-0.02502145990729332,0.0,-0.0023302226327359676,-0.0028743622824549675,0.007624768652021885,-0.0003882738819811493,-0.0008514368091709912,-0.0002502145944163203,0.3405747711658478,1.3846713304519653,0.0,False,False,False,-0.07192045450210571,-0.08871489763259888,0.2353323996067047,-0.19413694739341736,-0.4257184565067291,-0.1251073032617569,-0.08362945914268494,0.27489331364631653,0.19410419464111328,1.3458439111709595,-0.1885988414287567,0.28671109676361084
86,86,-0.10631531476974487,0.3862127661705017,-0.10631531476974487,-0.09348094463348389,0.3862127661705017,-0.009765355847775936,-0.05176820233464241,-0.0434911772608757,0.0,-0.0019136755727231503,-0.0016826569335535169,0.006951829418540001,-9.765355935087427e-05,-0.0005176819977350533,-0.0004349117516539991,0.20707280933856964,1.1117192506790161,0.0,False,False,False,-0.05906406790018082,-0.051933858543634415,0.21456265449523926,-0.048826780170202255,-0.25884100794792175,-0.2174558937549591,-0.03324117884039879,-0.3146711587905884,0.1458989381790161,-1.121484637260437,0.030438855290412903,-0.37451672554016113
87,87,-0.13828575611114502,0.44732093811035156,-0.13828575611114502,-0.09803175926208496,0.44732093811035156,-0.08202101290225983,-0.025239882990717888,-0.03221198543906212,0.0,-0.002489143516868353,-0.001764571643434465,0.008051776327192783,-0.0008202100871130824,-0.0002523988368920982,-0.0003221198567189276,0.3280840516090393,1.2346687316894531,0.0,False,False,False,-0.07682542502880096,-0.054462090134620667,0.2485116422176361,-0.41010504961013794,-0.126199409365654,-0.1610599309206009,-0.07412417232990265,0.2628200650215149,0.17559777200222015,1.1526477336883545,-0.1356780230998993,0.2220270037651062
88,88,-0.15664994716644287,0.5291178822517395,-0.15664994716644287,-0.01672208309173584,0.5291178822517395,-0.07730008661746979,-0.03017067164182663,0.03692976012825966,0.0,-0.002819699002429843,-0.000300997489830479,0.009524121880531311,-0.0007730008219368756,-0.00030170672107487917,0.0003692976024467498,0.30920034646987915,1.12277352809906,0.0,False,False,False,-0.08702775090932846,-0.009290046989917755,0.29395440220832825,-0.38650044798851013,-0.15085336565971375,0.1846488118171692,-0.07579144835472107,-0.3102306127548218,0.21057908236980438,-1.2000735998153687,0.06672898679971695,-0.41145795583724976
89,89,-0.13808459043502808,0.5202621221542358,-0.13808459043502808,0.015664100646972656,0.5202621221542358,-0.09590958058834076,-0.03274215757846832,0.04500235244631767,0.0,-0.002485522534698248,0.0002819538058247417,0.0093647176399827,-0.0009590957779437304,-0.0003274215559940785,0.00045002350816503167,0.38363832235336304,0.8842079639434814,0.0,False,False,False,-0.0767136663198471,0.008702278137207031,0.28903451561927795,-0.479547917842865,-0.1637108027935028,0.22501178085803986,-0.05023926869034767,0.22476084530353546,0.19599580764770508,0.7882983684539795,-0.10660244524478912,0.23801355063915253
90,90,-0.16295015811920166,0.48874467611312866,-0.16295015811920166,0.0056743621826171875,0.48874467611312866,-0.07558313757181168,-0.019672837108373642,0.07026931643486023,0.0,-0.002933102659881115,0.00010213851783191785,0.008797403424978256,-0.000755831366404891,-0.00019672836060635746,0.0007026931270956993,0.3023325800895691,0.6844475865364075,0.0,False,False,False,-0.09052786976099014,0.0031524235382676125,0.2715248465538025,-0.37791571021080017,-0.09836418181657791,0.35134658217430115,-0.0755671039223671,-0.11734995990991592,0.23559150099754333,-0.7600307464599609,0.003423870773985982,-0.2962772250175476
91,91,-0.2128899097442627,0.5556002259254456,-0.2128899097442627,-0.019365549087524414,0.5556002259254456,-0.10766531527042389,0.013430033810436726,0.06588073074817657,0.0,-0.0038320182356983423,-0.0003485798661131412,0.010000803507864475,-0.0010766531340777874,0.00013430033868644387,0.0006588072865270078,0.43066126108169556,0.7694777846336365,0.0,False,False,False,-0.11827217787504196,-0.010758638381958008,0.30866679549217224,-0.5383265614509583,0.06715016812086105,0.32940366864204407,-0.05822794511914253,0.14477141201496124,0.1785697340965271,0.6618124842643738,-0.10465904325246811,0.2652934789657593
92,92,-0.18733739852905273,0.3547951579093933,-0.18733739852905273,0.033986568450927734,0.3547951579093933,-0.07946840673685074,0.026595627889037132,0.0401102714240551,0.0,-0.0033720729406923056,0.0006117582088336349,0.006386312656104565,-0.0007946840487420559,0.00026595627423375845,0.00040110270492732525,0.31787362694740295,0.3564673662185669,0.0,False,False,False,-0.1040763333439827,0.018881427124142647,0.1971084326505661,-0.3973420262336731,0.1329781413078308,0.2005513608455658,-0.13357484340667725,-0.06867117434740067,0.17757466435432434,-0.42526090145111084,0.18222536146640778,-0.3163571059703827
93,93,-0.22805333137512207,0.5212709307670593,-0.22805333137512207,0.0133514404296875,0.5212709307670593,-0.1450035721063614,-0.007861371152102947,0.05592678487300873,0.0,-0.004104959778487682,0.00024032591318245977,0.009382876567542553,-0.001450035721063614,-7.861370977479964e-05,0.00055926782079041,0.5800143480300903,0.4322737455368042,0.0,False,False,False,-0.12669630348682404,0.007417467422783375,0.28959497809410095,-0.7250179052352905,-0.03930685669183731,0.27963393926620483,-0.0258502047508955,0.10649032890796661,0.08899719268083572,0.19950072467327118,-0.1613692194223404,0.24613405764102936
94,94,-0.3027424216270447,0.5439341068267822,-0.3027424216270447,0.10676085948944092,0.5439341068267822,-0.12295741587877274,-0.0018145219655707479,0.08227423578500748,0.0,-0.005449363496154547,0.0019216954242438078,0.00979081355035305,-0.0012295740889385343,-1.814521965570748e-05,0.0008227423531934619,0.49182969331741333,0.3534078598022461,0.0,False,False,False,-0.16819024085998535,0.05931159108877182,0.30218562483787537,-0.6147871017456055,-0.009072610177099705,0.4113712012767792,-0.12080040574073792,-0.03543330729007721,0.19052626192569733,-0.1971019208431244,0.12685801088809967,-0.26921477913856506
95,95,-0.28075873851776123,0.507017970085144,-0.28075873851776123,0.10395944118499756,0.507017970085144,-0.12735652923583984,0.028735240921378136,0.06708767265081406,0.0,-0.005053657107055187,0.0018712698947638273,0.009126323275268078,-0.0012735652271658182,0.0002873523917514831,0.0006708767032250762,0.5094261169433594,0.32959094643592834,0.0,False,False,False,-0.15597708523273468,0.057755246758461,0.28167665004730225,-0.6367826461791992,0.14367620646953583,0.33543840050697327,-0.1594407707452774,0.1799381524324417,0.2951936721801758,-0.051398105919361115,-0.30085569620132446,0.2545759975910187
96,96,-0.33014118671417236,0.35542547702789307,-0.33014118671417236,0.05271434783935547,0.35542547702789307,-0.12952934205532074,0.18174774944782257,0.04214290529489517,0.0,-0.005942541174590588,0.0009488582145422697,0.006397658493369818,-0.0012952934484928846,0.0018174774013459682,0.0004214290529489517,0.7269910573959351,0.3805873990058899,0.0,False,False,False,-0.18341177701950073,0.029285749420523643,0.19745860993862152,-0.6476467251777649,0.9087387919425964,0.21071453392505646,-0.09972354024648666,-0.04227790609002113,0.08758240938186646,-0.002112381160259247,0.3657461106777191,-0.3384445011615753
97,97,-0.26027411222457886,0.329628586769104,-0.26027411222457886,0.045618414878845215,0.329628586769104,-0.13251017034053802,0.16651885211467743,0.038887470960617065,0.0,-0.004684933926910162,0.0008211314561776817,0.005933314096182585,-0.0013251017080619931,0.0016651884652674198,0.0003888747014570981,0.6660754084587097,0.3129343092441559,0.0,False,False,False,-0.14459674060344696,0.02534356527030468,0.1831270009279251,-0.6625509262084961,0.8325942754745483,0.19443736970424652,-0.14763739705085754,0.07953081279993057,0.11329270899295807,-0.22073271870613098,-0.14641545712947845,0.21647073328495026
98,98,-0.21751075983047485,0.2301350235939026,-0.21751075983047485,0.07345378398895264,0.2301350235939026,-0.09969097375869751,0.13540413975715637,0.03226733207702637,0.0,-0.0039151934906840324,0.0013221680419519544,0.004142430145293474,-0.0009969096863642335,0.0013540413929149508,0.0003226733242627233,0.5416165590286255,0.3441512882709503,0.0,False,False,False,-0.12083931267261505,0.040807660669088364,0.12785279750823975,-0.49845489859580994,0.6770207285881042,0.16133667528629303,-0.06419006735086441,-0.022954411804676056,0.08359386026859283,0.07173170149326324,0.20850348472595215,-0.31188395619392395
99,99,-0.19858479499816895,0.46584904193878174,-0.19858479499816895,0.182989239692688,0.46584904193878174,-0.06369490921497345,0.09798195213079453,0.10321271419525146,0.0,-0.003574526170268655,0.0032938062213361263,0.008385282009840012,-0.0006369490874931216,0.0009798194514587522,0.0010321270674467087,0.41285085678100586,0.454755961894989,0.0,False,False,False,-0.11032488942146301,0.10166069120168686,0.2588050365447998,-0.31847456097602844,0.4899097681045532,0.5160635709762573,-0.09062555432319641,0.12752248346805573,0.011093087494373322,-0.11315514892339706,-0.05750295892357826,0.17266735434532166
100,100,-0.20691752433776855,0.5240872502326965,-0.20691752433776855,0.21541118621826172,0.5240872502326965,0.03237873315811157,-0.040910765528678894,0.11795403063297272,0.0,-0.0037245152052491903,0.0038774011190980673,0.009433570317924023,0.0003237873315811157,-0.00040910765528678894,0.0011795402970165014,0.47181618213653564,0.29061833024024963,0.0,False,False,False,-0.11495418846607208,0.11967288702726364,0.29115960001945496,0.16189368069171906,-0.20455382764339447,0.5897701978683472,-0.07791238278150558,0.051071248948574066,0.2334689199924469,0.07686707377433777,0.031254883855581284,-0.17182815074920654
101,101,-0.26096999645233154,0.3411129117012024,-0.26096999645233154,0.17936229705810547,0.3411129117012024,0.06419585645198822,-0.01856946386396885,0.1049809679389,0.0,-0.004697459749877453,0.0032285212073475122,0.006140032317489386,0.0006419585552066565,-0.0001856946328189224,0.0010498096235096455,0.4199238717556,0.231394961476326,0.0,False,False,False,-0.14498333632946014,0.09964572638273239,0.18950718641281128,0.3209792971611023,-0.0928473249077797,0.5249048471450806,-0.0953773707151413,0.12749433517456055,0.11552125960588455,-0.16719910502433777,-0.04168589040637016,0.1865246444940567
102,102,-0.23389607667922974,0.2972841262817383,-0.23389607667922974,0.08391141891479492,0.2972841262817383,0.056500498205423355,-0.04627322778105736,0.042326562106609344,0.0,-0.004210129380226135,0.0015104054473340511,0.005351114086806774,0.0005650049424730241,-0.0004627322778105736,0.00042326562106609344,0.22600200772285461,0.26787835359573364,0.0,False,False,False,-0.12994226813316345,0.046617455780506134,0.16515785455703735,0.28250250220298767,-0.2313661426305771,0.21163281798362732,-0.11144496500492096,0.0678880363702774,0.029405787587165833,0.22017471492290497,0.19236063957214355,-0.20222273468971252
103,103,-0.13408362865447998,0.14128834009170532,-0.13408362865447998,0.06281137466430664,0.14128834009170532,0.00494376802816987,-0.046363696455955505,0.0402151420712471,0.0,-0.002413505222648382,0.001130604650825262,0.0025431900285184383,4.94376799906604e-05,-0.0004636369412764907,0.00040215140325017273,0.18545478582382202,0.2496798038482666,0.0,False,False,False,-0.07449090480804443,0.03489521145820618,0.07849352806806564,0.024718841537833214,-0.23181848227977753,0.2010757178068161,-0.025881662964820862,0.017528733238577843,0.07335758954286575,-0.24473603069782257,-0.18084566295146942,0.079461969435215
104,104,-0.07405325770378113,0.06787478923797607,0.02373605966567993,0.06787478923797607,0.06653666496276855,0.006701489444822073,-0.07405325770378113,-0.020899193361401558,0.0,0.0004272490623407066,0.0012217462062835693,0.0011976598761975765,6.701489473925903e-05,-0.0007405325886793435,-0.0002089919289574027,0.2962130606174469,0.25855281949043274,0.0,False,False,False,0.013186700642108917,0.03770821914076805,0.036964815109968185,0.03350744768977165,-0.370266318321228,-0.10449596494436264,-0.0642339438199997,0.05028645321726799,-0.04943543300032616,0.24452920258045197,0.1844995617866516,-0.20441904664039612
105,105,-0.0872519388794899,0.021053850650787354,0.01761019229888916,0.008609890937805176,0.021053850650787354,0.0051143285818398,-0.045272182673215866,-0.0872519388794899,0.0,0.0003169834380969405,0.00015497802814934403,0.0003789693000726402,5.114328450872563e-05,-0.0004527218115981668,-0.0008725193911232054,0.349007785320282,0.38266682624816895,0.0,False,False,False,0.00978344026952982,0.004783272743225098,0.011696584522724152,0.02557164430618286,-0.22636091709136963,-0.4362597167491913,0.10300179570913315,-0.007150901947170496,0.026125876232981682,-0.15383844077587128,-0.4279389977455139,0.10559449344873428
106,106,-0.07809847593307495,0.016751885414123535,-0.07809847593307495,0.016751885414123535,-0.006067752838134766,-0.016260016709566116,-0.004747133702039719,-0.06628570705652237,0.0,-0.0014057725202292204,0.00030153393163345754,-0.00010921954526565969,-0.00016260016127489507,-4.747133425553329e-05,-0.0006628570845350623,0.26514285802841187,0.35449090600013733,0.0,False,False,False,-0.043388042598962784,0.009306603111326694,-0.0033709739800542593,-0.08130009472370148,-0.023735670372843742,-0.33142855763435364,-0.0424310564994812,0.051970284432172775,-0.08065833151340485,0.2282130867242813,0.3497437834739685,-0.3828766345977783
107,107,-0.049439653754234314,0.10567903518676758,-0.026401877403259277,0.10567903518676758,-0.010918080806732178,0.007563173305243254,-0.0311755184084177,-0.049439653754234314,0.0,-0.0004752337699756026,0.0019022225169464946,-0.0001965254487004131,7.563173130620271e-05,-0.00031175516778603196,-0.0004943965468555689,0.19775862991809845,0.2918909192085266,0.0,False,False,False,-0.014667710289359093,0.058710578829050064,-0.006065600551664829,0.037815868854522705,-0.15587759017944336,-0.24719828367233276,0.02181944064795971,0.007846289314329624,-0.013591514900326729,-0.28432774543762207,-0.2485680729150772,0.1328405886888504
108,108,-0.047332219779491425,0.08414089679718018,0.007735192775726318,0.08414089679718018,-0.005868077278137207,-0.00804135575890541,-0.047332219779491425,-0.0461382195353508,0.0,0.00013923346705269068,0.0015145360957831144,-0.0001056253895512782,-8.041355613386258e-05,-0.0004733222012873739,-0.00046138218021951616,0.1893288791179657,0.35604536533355713,0.0,False,False,False,0.00429732957854867,0.046744946390390396,-0.0032600429840385914,-0.040206778794527054,-0.23666110634803772,-0.2306911051273346,-0.04690885916352272,0.1090218648314476,-0.06736649572849274,0.348004013299942,0.1393330991268158,-0.3214249908924103
109,109,-0.043789055198431015,0.13346076011657715,-0.012812018394470215,0.13346076011657715,-0.015816092491149902,-0.00455691060051322,-0.043789055198431015,-0.021620968356728554,0.0,-0.00023061632236931473,0.0024022934958338737,-0.00028468965319916606,-4.556910425890237e-05,-0.0004378905287012458,-0.00021620967891067266,0.17515622079372406,0.38348260521888733,0.0,False,False,False,-0.007117788307368755,0.0741448700428009,-0.008786718361079693,-0.022784553468227386,-0.21894527971744537,-0.10810483992099762,0.039771199226379395,-0.029534103348851204,-0.010853840969502926,-0.3880395293235779,-0.18511070311069489,0.11026188731193542
110,110,-0.048211801797151566,0.12857317924499512,-0.012469291687011719,0.12857317924499512,-0.019073486328125,0.0012064905604347587,-0.045935459434986115,-0.048211801797151566,0.0,-0.0002244472416350618,0.002314317040145397,-0.00034332272480241954,1.2064905604347587e-05,-0.00045935457455925643,-0.0004821180191356689,0.19284722208976746,0.48633331060409546,0.0,False,False,False,-0.006927384529262781,0.0714295506477356,-0.01059638150036335,0.0060324533842504025,-0.22967730462551117,-0.24105902016162872,-0.06519754976034164,0.1775158792734146,-0.07172177731990814,0.48753979802131653,0.10838514566421509,-0.2846027612686157
111,111,-0.034534286707639694,0.17552673816680908,-0.025822222232818604,0.17552673816680908,-0.02534538507461548,0.009432829916477203,-0.034534286707639694,-0.02780202031135559,0.0,-0.0004647999885492027,0.0031594811007380486,-0.00045621691970154643,9.432829392608255e-05,-0.0003453428507782519,-0.0002780201903078705,0.13813714683055878,0.46486759185791016,0.0,False,False,False,-0.014345679432153702,0.09751486033201218,-0.014080770313739777,0.047164153307676315,-0.17267143726348877,-0.13901010155677795,0.039015382528305054,-0.044870708137750626,-0.013917685486376286,-0.45543476939201355,-0.15139389038085938,0.017664596438407898
112,112,-0.057780638337135315,0.17035603523254395,0.012956559658050537,0.17035603523254395,0.016990303993225098,-0.007717511150985956,-0.057780638337135315,-0.020080020651221275,0.0,0.00023321805929299444,0.003066408447921276,0.00030582546605728567,-7.71751074353233e-05,-0.0005778063787147403,-0.00020080020476598293,0.23112256824970245,0.5052002668380737,0.0,False,False,False,0.007198088802397251,0.09464224427938461,0.009439058601856232,-0.038587555289268494,-0.28890320658683777,-0.10040010511875153,-0.07831554114818573,0.2660271227359772,-0.11008233577013016,0.4974827766418457,0.10255667567253113,-0.11412657797336578
113,113,-0.08441805839538574,0.6026208400726318,-0.08441805839538574,0.6026208400726318,-0.009171664714813232,0.06145983934402466,-0.048194095492362976,0.031225308775901794,0.0,-0.001519524957984686,0.010847174562513828,-0.00016508996486663818,0.0006145983934402466,-0.0004819409514311701,0.00031225307611748576,0.2678314745426178,0.6727473735809326,0.0,False,False,False,-0.04689892381429672,0.33478936553001404,-0.005095369648188353,0.3072991967201233,-0.24097047746181488,0.15612654387950897,0.07698436826467514,-0.07012652605772018,0.02860940247774124,-0.36890020966529846,-0.3336844742298126,-0.07722541689872742
114,114,-0.03588983416557312,0.37946105003356934,0.01046210527420044,0.37946105003356934,0.09770840406417847,0.022038256749510765,-0.03588983416557312,0.012519791722297668,0.0,0.00018831789202522486,0.006830298807471991,0.0017587512265890837,0.00022038255701772869,-0.00035889833816327155,0.0001251979119842872,0.1686493456363678,0.2751980721950531,0.0,False,False,False,0.005812280811369419,0.21081170439720154,0.054282449185848236,0.11019128561019897,-0.1794491708278656,0.06259895861148834,-0.12627243995666504,0.4120568633079529,-0.12165474146604538,0.2972363233566284,0.09357956051826477,0.07661417871713638
115,115,-0.02675950527191162,0.37609636783599854,-0.02675950527191162,0.37609636783599854,0.04834085702896118,0.002596774371340871,0.04204623028635979,-0.014626258052885532,0.0,-0.0004816710716113448,0.006769734434783459,0.0008701353799551725,2.5967743567889556e-05,0.00042046228190883994,-0.00014626258052885532,0.16818492114543915,0.43874913454055786,0.0,False,False,False,-0.014866392128169537,0.20894242823123932,0.026856033131480217,0.012983872555196285,0.21023115515708923,-0.07313129305839539,0.13176684081554413,-0.06265275925397873,0.08773969858884811,-0.2699652314186096,-0.3037577271461487,-0.24744991958141327
116,116,-0.07638931274414062,0.4354536533355713,-0.07638931274414062,0.4354536533355713,-0.01369565725326538,0.04580247029662132,0.06237839162349701,-0.012342692352831364,0.0,-0.0013750075595453382,0.007838165387511253,-0.0002465218130964786,0.00045802470413036644,0.0006237839115783572,-0.0001234269147971645,0.24951358139514923,0.353449285030365,0.0,False,False,False,-0.042438507080078125,0.24191871285438538,-0.007608698680996895,0.2290123701095581,0.31189197301864624,-0.06171346455812454,-0.15140491724014282,0.4181828796863556,-0.12652163207530975,0.3992517590522766,0.16738057136535645,0.16205497086048126
117,117,-0.07881969213485718,0.5824774503707886,-0.07881969213485718,0.5824774503707886,-0.017027556896209717,0.03337876498699188,0.07638377696275711,-0.019974924623966217,0.0,-0.0014187543420121074,0.01048459392040968,-0.0003064960183110088,0.0003337876405566931,0.0007638377719558775,-0.00019974923634435982,0.30553513765335083,0.5717105269432068,0.0,False,False,False,-0.04378871992230415,0.32359859347343445,-0.009459754452109337,0.1668938398361206,0.38191890716552734,-0.09987463057041168,0.07433361560106277,0.010766916908323765,0.0040084123611450195,-0.1243104636669159,-0.29020342230796814,-0.27562984824180603
118,118,-0.037570297718048096,0.7175683975219727,-0.037570297718048096,0.7175683975219727,0.019347667694091797,0.051136426627635956,0.04303004965186119,0.008589783683419228,0.0,-0.0006762653356418014,0.012916230596601963,0.00034825800685212016,0.0005113642546348274,0.0004303004825487733,8.58978382893838e-05,0.31891927123069763,0.2942081689834595,0.0,False,False,False,-0.020872388035058975,0.398649126291275,0.010748704895377159,0.2556821405887604,0.21515025198459625,0.04294892027974129,-0.10678338259458542,0.4233602285385132,-0.1074771136045456,0.10939421504735947,0.12972581386566162,0.04117490351200104
119,119,-0.03510564565658569,0.5028426647186279,-0.03510564565658569,0.5028426647186279,0.013765692710876465,0.030665379017591476,0.042726028710603714,0.032482776790857315,0.0,-0.0006319016101770103,0.009051167406141758,0.000247782445512712,0.00030665379017591476,0.00042726026731543243,0.0003248277644161135,0.22348561882972717,0.2942725419998169,0.0,False,False,False,-0.019503137096762657,0.27935704588890076,0.00764760747551918,0.15332689881324768,0.21363015472888947,0.16241388022899628,0.05619890242815018,0.26369261741638184,0.0033080580178648233,-0.019399993121623993,-0.2515465021133423,-0.06304895132780075
120,120,0.0,0.6855785846710205,0.010859966278076172,0.6855785846710205,0.06621703505516052,0.025060372427105904,0.029270155355334282,0.03977859392762184,0.0,0.00019547938427422196,0.012340414337813854,0.0011919066309928894,0.00025060371262952685,0.0002927015593741089,0.00039778591599315405,0.304701566696167,0.41965246200561523,0.0,False,False,False,0.006033314857631922,0.3808770179748535,0.0367872416973114,0.12530186772346497,0.14635078608989716,0.1988929808139801,-0.0998278483748436,0.2659261226654053,-0.08101844787597656,0.274532675743103,0.16341346502304077,0.058055710047483444
121,121,0.0,0.7544875144958496,0.01080334186553955,0.7544875144958496,0.06158947944641113,0.051075391471385956,0.042408429086208344,0.06475581973791122,0.0,0.00019446013902779669,0.013580774888396263,0.001108610536903143,0.0005107538891024888,0.0004240842827130109,0.0006475581903941929,0.33532777428627014,0.47038528323173523,0.0,False,False,False,0.00600185664370656,0.41915974020957947,0.03421637788414955,0.2553769648075104,0.21204215288162231,0.3237791061401367,0.06745921820402145,0.2841022312641144,-0.009834766387939453,-0.1290750652551651,-0.2522183060646057,-0.053760677576065063
122,122,0.0,0.7500767707824707,0.03795027732849121,0.7500767707824707,0.0918760895729065,0.01570744626224041,0.026718130335211754,0.05852252617478371,0.0,0.0006831049686297774,0.013501381501555443,0.0016537695191800594,0.00015707446436863393,0.00026718128356151283,0.0005852252361364663,0.3333674371242523,0.5017758011817932,0.0,False,False,False,0.021083489060401917,0.4167093336582184,0.05104227364063263,0.0785372331738472,0.13359065353870392,0.29261264204978943,-0.07555468380451202,0.4998776912689209,-0.051984358578920364,0.5174832344055176,0.1664581298828125,0.15482057631015778
