global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,expected_dx_m,expected_dy_m,expected_dz_m,expected_rx_rad,expected_ry_rad,expected_rz_rad,live_prev_pose_found,live_next_pose_found,demo_prev_pose_found,demo_next_pose_found,live_err_norm_max,live_err_norm_l2,live_err_pos_max_m,live_err_pos_l2_m,live_err_rot_max_rad,live_err_rot_l2_rad,demo_err_norm_max,demo_err_pos_max_m,demo_err_rot_max_rad,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated,live_delta_action_0,live_action_err_0,demo_delta_action_0,live_delta_action_1,live_action_err_1,demo_delta_action_1,live_delta_action_2,live_action_err_2,demo_delta_action_2,live_delta_action_3,live_action_err_3,demo_delta_action_3,live_delta_action_4,live_action_err_4,demo_delta_action_4,live_delta_action_5,live_action_err_5,demo_delta_action_5
20,20,legacy_list,manual,0.02,0.04,0.02,0.04,-0.26259124279022217,0.3189176321029663,False,False,-0.26259124279022217,0.3189176321029663,-0.07423087954521179,-0.062017772346735,-0.005916271358728409,0.15330229699611664,0.0,hold(0),-0.005251824855804443,0.006378352642059326,-0.0014846175909042358,-0.002480710856616497,-0.00023665085609536618,0.006132091861218214,True,True,True,True,0.249384343624115,0.39367127418518066,0.0049876868724823,0.005811705254018307,0.007635669317096472,0.010623540729284286,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.1737534999847412,0.08883774280548096,-0.26259124279022217,0.06953328847885132,-0.249384343624115,0.3189176321029663,-0.19404366612434387,-0.11981278657913208,-0.07423087954521179,-0.17326223850250244,-0.11124446988105774,-0.062017772346735,0.14146853983402252,0.14738480746746063,-0.005916271358728409,-0.03758944198489189,-0.19089174270629883,0.15330229699611664
21,21,legacy_list,manual,0.02,0.04,0.02,0.04,-0.23978576064109802,0.44041872024536133,False,False,-0.23978576064109802,0.44041872024536133,-0.08517801761627197,0.03236294910311699,-0.17375025153160095,0.02412261813879013,0.0,hold(0),-0.0047957152128219604,0.008808374404907227,-0.0017035603523254395,0.0012945178896188736,-0.00695001007989049,0.0009649047278799117,True,True,True,True,0.10656937956809998,0.14584152400493622,0.0021313875913619995,0.0029030588921159506,0.00044914064346812665,0.0005662125768139958,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.13321638107299805,0.10656937956809998,-0.23978576064109802,0.34198909997940063,-0.0984296202659607,0.44041872024536133,-0.08028373122215271,0.004894286394119263,-0.08517801761627197,0.03569785878062248,0.003334909677505493,0.03236294910311699,-0.16252173483371735,0.011228516697883606,-0.17375025153160095,0.03207068145275116,0.007948063313961029,0.02412261813879013
22,22,legacy_list,manual,0.02,0.04,0.02,0.04,-0.26418715715408325,0.561097264289856,False,False,-0.26418715715408325,0.561097264289856,-0.20582228899002075,-0.21245147287845612,-0.023638350889086723,0.2611997723579407,0.0,hold(0),-0.005283743143081665,0.01122194528579712,-0.004116445779800415,-0.008498058654367924,-0.0009455340332351625,0.010447991080582142,True,True,True,True,0.21243147552013397,0.32814013957977295,0.003936648368835449,0.004615921527147293,0.008497258648276329,0.009330304339528084,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.1474037766456604,0.11678338050842285,-0.26418715715408325,0.3642648458480835,-0.19683241844177246,0.561097264289856,-0.17606541514396667,0.029756873846054077,-0.20582228899002075,-0.1263197362422943,0.0861317366361618,-0.21245147287845612,-0.0668044164776802,-0.043166063725948334,-0.023638350889086723,0.0487682931125164,-0.21243147552013397,0.2611997723579407
23,23,legacy_list,manual,0.02,0.04,0.02,0.04,-0.2786017954349518,0.7755205035209656,False,False,-0.27771666646003723,0.7755205035209656,0.003866851329803467,-0.2786017954349518,-0.1332828551530838,0.6678465604782104,0.0,hold(0),-0.005554333329200745,0.015510410070419312,7.733702659606934e-05,-0.011144071817398071,-0.005331314168870449,0.026713861152529716,True,True,True,True,0.3590088188648224,0.5605543851852417,0.006567239761352539,0.00710873631760478,0.014360352419316769,0.01733832061290741,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.17238110303878784,0.10533556342124939,-0.27771666646003723,0.4471585154533386,-0.32836198806762695,0.7755205035209656,-0.08226186037063599,-0.08612871170043945,0.003866851329803467,-0.07597615569829941,0.20262563228607178,-0.2786017954349518,0.000662650098092854,0.1339455097913742,-0.1332828551530838,0.30883774161338806,-0.3590088188648224,0.6678465604782104
24,24,legacy_list,manual,0.02,0.04,0.02,0.04,-0.20739907026290894,0.7202714681625366,False,False,-0.09132400155067444,0.7202714681625366,-0.06691738963127136,-0.20739907026290894,0.10108425468206406,0.6278567910194397,0.0,hold(0),-0.0018264800310134888,0.014405429363250732,-0.0013383477926254272,-0.00829596258699894,0.004043370019644499,0.0251142717897892,True,True,True,True,0.2336345613002777,0.32961905002593994,0.0043031275272369385,0.004314911086112261,0.009345382452011108,0.00996815413236618,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.07629245519638062,0.015031546354293823,-0.09132400155067444,0.5051150918006897,-0.21515637636184692,0.7202714681625366,-0.0616319477558136,0.005285441875457764,-0.06691738963127136,-0.20694661140441895,0.00045245885848999023,-0.20739907026290894,0.01438216120004654,-0.08670209348201752,0.10108425468206406,0.394222229719162,-0.2336345613002777,0.6278567910194397
25,25,legacy_list,manual,0.02,0.04,0.02,0.04,-0.16855059564113617,0.8127912878990173,False,False,0.06076246500015259,0.8127912878990173,-0.12038722634315491,-0.16855059564113617,0.16338905692100525,0.6611871719360352,0.0,hold(0),0.0012152493000030518,0.016255825757980347,-0.002407744526863098,-0.00674202386289835,0.0065355622209608555,0.026447486132383347,True,True,True,True,0.34387990832328796,0.5172107815742493,0.0065155029296875,0.006563947070389986,0.013755195774137974,0.015989670529961586,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.021804124116897583,-0.038958340883255005,0.06076246500015259,0.48701614141464233,-0.325775146484375,0.8127912878990173,-0.11224448680877686,0.008142739534378052,-0.12038722634315491,0.018484901636838913,0.18703550100326538,-0.16855059564113617,0.08240875601768494,-0.08098030090332031,0.16338905692100525,0.3173072636127472,-0.34387990832328796,0.6611871719360352
26,26,legacy_list,manual,0.02,0.04,0.02,0.04,-0.08510798215866089,0.453871488571167,False,False,0.14627575874328613,0.453871488571167,-0.08510798215866089,0.16732485592365265,0.23131254315376282,0.291025310754776,0.0,hold(0),0.0029255151748657227,0.00907742977142334,-0.0017021596431732178,0.006692993920296431,0.009252501651644707,0.011641012504696846,True,True,True,True,0.48017483949661255,0.5665154457092285,0.004793733358383179,0.004934525582939386,0.019206993281841278,0.020398661494255066,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.08799657225608826,-0.058279186487197876,0.14627575874328613,0.21418482065200806,-0.23968666791915894,0.453871488571167,-0.07984563708305359,0.0052623450756073,-0.08510798215866089,-0.3128499686717987,-0.48017483949661255,0.16732485592365265,0.07741148769855499,-0.15390105545520782,0.23131254315376282,0.21478570997714996,-0.07623960077762604,0.291025310754776
27,27,legacy_list,manual,0.02,0.04,0.02,0.04,-0.18478114902973175,0.27654725313186646,False,False,0.09500160813331604,0.1388832926750183,-0.17442777752876282,-0.18478114902973175,0.27654725313186646,0.08883138000965118,0.0,hold(0),0.0019000321626663208,0.002777665853500366,-0.0034885555505752563,-0.007391245570033789,0.011061890050768852,0.0035532552283257246,True,True,True,True,0.37088751792907715,0.3968408703804016,0.0009545683860778809,0.0013668435858562589,0.014835500158369541,0.015636470168828964,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.0546969473361969,-0.04030466079711914,0.09500160813331604,0.18661171197891235,0.04772841930389404,0.1388832926750183,-0.14671161770820618,0.02771615982055664,-0.17442777752876282,0.1861063688993454,0.37088751792907715,-0.18478114902973175,0.17428411543369293,-0.10226313769817352,0.27654725313186646,0.019573047757148743,-0.06925833225250244,0.08883138000965118
28,28,legacy_list,manual,0.02,0.04,0.02,0.04,-0.1458875834941864,0.3211238384246826,False,False,-0.01061558723449707,0.3147318959236145,-0.1458875834941864,0.1954827457666397,0.24303805828094482,0.3211238384246826,0.0,hold(0),-0.0002123117446899414,0.00629463791847229,-0.002917751669883728,0.007819309830665588,0.009721522219479084,0.012844953685998917,True,True,True,True,0.39938610792160034,0.48724979162216187,0.004177480936050415,0.004187998827546835,0.01597544364631176,0.017598364502191544,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.009083747863769531,0.001531839370727539,-0.01061558723449707,0.10585784912109375,-0.20887404680252075,0.3147318959236145,-0.13113543391227722,0.01475214958190918,-0.1458875834941864,-0.20390334725379944,-0.39938610792160034,0.1954827457666397,0.15149329602718353,-0.09154476225376129,0.24303805828094482,0.16089175641536713,-0.1602320820093155,0.3211238384246826
29,29,legacy_list,manual,0.02,0.04,0.02,0.04,-0.07709971815347672,0.3423824906349182,False,False,0.045675039291381836,0.3423824906349182,-0.03347471356391907,0.09496275335550308,-0.07709971815347672,0.2090756595134735,0.0,hold(0),0.0009135007858276367,0.006847649812698364,-0.0006694942712783813,0.0037985099479556084,-0.003083988558501005,0.008363026194274426,True,True,True,True,0.061386823654174805,0.10334058851003647,0.001227736473083496,0.0016341019654646516,0.0019276761449873447,0.002530945697799325,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.024496018886566162,-0.021179020404815674,0.045675039291381836,0.29279589653015137,-0.049586594104766846,0.3423824906349182,-0.09486153721809387,-0.061386823654174805,-0.03347471356391907,0.12345551699399948,0.0284927636384964,0.09496275335550308,-0.04761655256152153,0.029483165591955185,-0.07709971815347672,0.16088375449180603,-0.04819190502166748,0.2090756595134735
30,30,legacy_list,manual,0.02,0.04,0.02,0.04,-0.2527192234992981,0.36651045083999634,False,False,-0.07584989070892334,0.36651045083999634,-0.2527192234992981,-0.22030794620513916,0.07497965544462204,0.18508672714233398,0.0,hold(0),-0.0015169978141784668,0.007330209016799927,-0.005054384469985962,-0.008812317624688148,0.002999186050146818,0.0074034687131643295,True,True,True,True,0.1484021544456482,0.2837856411933899,0.002968043088912964,0.004035250283777714,0.005891038570553064,0.007982599548995495,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.002800673246383667,0.078650563955307,-0.07584989070892334,0.21810829639434814,-0.1484021544456482,0.36651045083999634,-0.14092028141021729,0.11179894208908081,-0.2527192234992981,-0.11582127213478088,0.10448667407035828,-0.22030794620513916,-0.009982127696275711,-0.08496178686618805,0.07497965544462204,0.03781075403094292,-0.14727596938610077,0.18508672714233398
31,31,legacy_list,manual,0.02,0.04,0.02,0.04,-0.22538737952709198,0.45989304780960083,False,False,0.012354552745819092,0.45989304780960083,-0.13229027390480042,-0.22538737952709198,-0.014546065591275692,0.41479310393333435,0.0,hold(0),0.00024709105491638184,0.009197860956192017,-0.0026458054780960083,-0.009015494957566261,-0.0005818426143378019,0.016591724008321762,True,True,True,True,0.27804070711135864,0.4198693037033081,0.005465865135192871,0.0056758783757686615,0.011121627874672413,0.012377480044960976,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.06149858236312866,-0.07385313510894775,0.012354552745819092,0.18659979104995728,-0.27329325675964355,0.45989304780960083,-0.1521773636341095,-0.019887089729309082,-0.13229027390480042,-0.11688031256198883,0.10850706696510315,-0.22538737952709198,0.06712914258241653,0.0816752091050148,-0.014546065591275692,0.13675238192081451,-0.27804070711135864,0.41479310393333435
32,32,legacy_list,manual,0.02,0.04,0.02,0.04,-0.049410637468099594,0.15583790838718414,False,False,0.04978254437446594,0.03795847296714783,0.014483928680419922,0.15583790838718414,0.030403515323996544,-0.049410637468099594,0.0,hold(0),0.0009956508874893188,0.0007591694593429565,0.00028967857360839844,0.006233516149222851,0.0012161405757069588,-0.001976425526663661,True,True,True,True,0.0863097608089447,0.11194083839654922,0.001726195216178894,0.002116976073011756,0.0012850877828896046,0.0014570001512765884,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.056593120098114014,0.006810575723648071,0.04978254437446594,0.12426823377609253,0.0863097608089447,0.03795847296714783,-0.04641115665435791,-0.06089508533477783,0.014483928680419922,0.16534879803657532,0.009510889649391174,0.15583790838718414,0.01611480489373207,-0.014288710430264473,0.030403515323996544,-0.017283443361520767,0.03212719410657883,-0.049410637468099594
33,33,legacy_list,manual,0.02,0.04,0.02,0.04,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,0.05212724208831787,0.07194658368825912,0.0010425448417663574,0.0011241761967539787,0.0015898799756541848,0.001796387485228479,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.004889070987701416,-0.004889070987701416,0.0,0.020451843738555908,0.020451843738555908,0.0,-0.05212724208831787,-0.05212724208831787,0.0,-0.015690486878156662,-0.015690486878156662,0.0,0.013815377838909626,0.013815377838909626,0.0,-0.039746999740600586,-0.039746999740600586,0.0
34,34,legacy_list,manual,0.02,0.04,0.02,0.04,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,0.038060545921325684,0.060404833406209946,0.0007612109184265137,0.000774941174313426,0.0015127238584682345,0.0018536059651523829,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.0020645558834075928,0.0020645558834075928,0.0,0.006961822509765625,0.006961822509765625,0.0,-0.038060545921325684,-0.038060545921325684,0.0,-0.02099483646452427,-0.02099483646452427,0.0,0.016625816002488136,0.016625816002488136,0.0,-0.037818096578121185,-0.037818096578121185,0.0
35,35,legacy_list,manual,0.02,0.04,0.02,0.04,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,0.05793347954750061,0.07267196476459503,0.0011586695909500122,0.0013086633989587426,0.0010504461824893951,0.0012647309340536594,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.01113787293434143,0.01113787293434143,0.0,0.028304755687713623,0.028304755687713623,0.0,-0.05793347954750061,-0.05793347954750061,0.0,-0.01525359321385622,-0.01525359321385622,0.0,0.00879744067788124,0.00879744067788124,0.0,-0.02626115456223488,-0.02626115456223488,0.0
36,36,legacy_list,manual,0.02,0.04,0.02,0.04,-0.01879836805164814,0.010688602924346924,False,False,0.004040449857711792,0.010688602924346924,-0.005180388689041138,-0.017726194113492966,-0.01879836805164814,-0.003300237935036421,0.0,hold(0),8.080899715423584e-05,0.00021377205848693848,-0.00010360777378082275,-0.0007090477738529444,-0.0007519347127526999,-0.00013200951798353344,True,True,True,True,0.042972907423973083,0.06395460665225983,0.0007998496294021606,0.0008592628291808069,0.0017189162317663431,0.001894987071864307,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.017973780632019043,0.013933330774307251,0.004040449857711792,0.01792013645172119,0.007231533527374268,0.010688602924346924,-0.04517287015914917,-0.03999248147010803,-0.005180388689041138,-0.036554545164108276,-0.01882835105061531,-0.017726194113492966,-0.012227007187902927,0.0065713608637452126,-0.01879836805164814,-0.04627314582467079,-0.042972907423973083,-0.003300237935036421
37,37,legacy_list,manual,0.02,0.04,0.02,0.04,-0.04451572895050049,0.16803127527236938,False,False,0.1318603754043579,-0.04451572895050049,0.12906864285469055,0.12231940776109695,0.00787650141865015,0.16803127527236938,0.0,hold(0),0.002637207508087158,-0.0008903145790100098,0.002581372857093811,0.004892776254564524,0.00031506005325354636,0.0067212507128715515,True,True,True,True,0.05453452467918396,0.07757106423377991,0.0010906904935836792,0.001120284665375948,0.001565129728987813,0.002146504120901227,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.14464855194091797,0.012788176536560059,0.1318603754043579,-0.044721364974975586,-0.00020563602447509766,-0.04451572895050049,0.07453411817550659,-0.05453452467918396,0.12906864285469055,0.09653831273317337,-0.025781095027923584,0.12231940776109695,-0.018276719376444817,-0.02615322172641754,0.00787650141865015,0.12890303134918213,-0.039128243923187256,0.16803127527236938
38,38,legacy_list,manual,0.02,0.04,0.02,0.04,-0.39967140555381775,0.15833601355552673,False,False,0.15833601355552673,-0.13742893934249878,0.11076033115386963,-0.02281547710299492,-0.09227485954761505,-0.39967140555381775,0.0,hold(0),0.0031667202711105347,-0.0027485787868499756,0.0022152066230773926,-0.0009126190561801195,-0.003690994344651699,-0.015986856073141098,True,True,True,True,0.0634215772151947,0.08844923973083496,0.001268431544303894,0.0014328376855701208,0.002022024244070053,0.0020748816896229982,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.15075728297233582,-0.007578730583190918,0.15833601355552673,-0.10498166084289551,0.03244727849960327,-0.13742893934249878,0.04733875393867493,-0.0634215772151947,0.11076033115386963,-0.01739015243947506,0.005425324663519859,-0.02281547710299492,-0.10256616026163101,-0.01029130071401596,-0.09227485954761505,-0.3491207957267761,0.050550609827041626,-0.39967140555381775
39,39,legacy_list,manual,0.02,0.04,0.02,0.04,-0.6973185539245605,0.2387716919183731,False,False,0.10793060064315796,-0.01286044716835022,0.056371092796325684,0.2387716919183731,0.10913575440645218,-0.6973185539245605,0.0,hold(0),0.002158612012863159,-0.0002572089433670044,0.0011274218559265137,0.009550867602229118,0.00436543021351099,-0.027892742305994034,True,True,True,True,0.09821999073028564,0.1176924854516983,0.000863686203956604,0.0009226286201737821,0.003928799647837877,0.0043309880420565605,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.10222941637039185,-0.005701184272766113,0.10793060064315796,0.0023290514945983887,0.015189498662948608,-0.01286044716835022,0.013186782598495483,-0.0431843101978302,0.056371092796325684,0.2114633321762085,-0.027308359742164612,0.2387716919183731,0.07265975326299667,-0.036476001143455505,0.10913575440645218,-0.5990985631942749,0.09821999073028564,-0.6973185539245605
40,40,legacy_list,manual,0.02,0.04,0.02,0.04,-0.5631556510925293,0.16565099358558655,False,False,0.16565099358558655,0.12223869562149048,0.035934895277023315,0.08879398554563522,-0.008540264330804348,-0.5631556510925293,0.0,hold(0),0.003313019871711731,0.0024447739124298096,0.0007186979055404663,0.0035517592914402485,-0.00034161057556048036,-0.022526225075125694,True,True,True,True,0.052972882986068726,0.06073838472366333,0.0010594576597213745,0.0010989782167598605,0.0010231080232188106,0.0010351953096687794,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.15117675065994263,-0.014474242925643921,0.16565099358558655,0.12417584657669067,0.0019371509552001953,0.12223869562149048,-0.01703798770904541,-0.052972882986068726,0.035934895277023315,0.06321628391742706,-0.02557770162820816,0.08879398554563522,-0.012466362677514553,-0.003926098346710205,-0.008540264330804348,-0.5635235905647278,-0.00036793947219848633,-0.5631556510925293
41,41,legacy_list,manual,0.02,0.04,0.02,0.04,-0.2094869762659073,0.2199701964855194,False,False,0.09791329503059387,0.2199701964855194,-0.03217533230781555,0.033097587525844574,0.09839112311601639,-0.2094869762659073,0.0,hold(0),0.0019582659006118774,0.004399403929710388,-0.000643506646156311,0.0013239034451544285,0.003935644868761301,-0.008379478938877583,True,True,True,True,0.043760985136032104,0.05571216344833374,0.0008752197027206421,0.0008886577561497688,0.000993811059743166,0.0013443593634292483,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.0903300940990448,-0.007583200931549072,0.09791329503059387,0.21864622831344604,-0.0013239681720733643,0.2199701964855194,-0.07593631744384766,-0.043760985136032104,-0.03217533230781555,0.008252312429249287,-0.024845276027917862,0.033097587525844574,0.07630261778831482,-0.02208850532770157,0.09839112311601639,-0.2144239842891693,-0.004937008023262024,-0.2094869762659073
42,42,legacy_list,manual,0.02,0.04,0.02,0.04,-0.10284557938575745,0.2046816051006317,False,False,0.08443295955657959,0.2046816051006317,-0.10284557938575745,-0.050524890422821045,0.07161271572113037,-0.07816644757986069,0.0,hold(0),0.0016886591911315918,0.004093632102012634,-0.002056911587715149,-0.0020209955982863903,0.002864508656784892,-0.0031266578007489443,True,True,True,True,0.08582249283790588,0.1553110033273697,0.0017164498567581177,0.0022661201655864716,0.003414781065657735,0.004248907323926687,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,-0.001389533281326294,-0.08582249283790588,0.08443295955657959,0.19261538982391357,-0.01206621527671814,0.2046816051006317,-0.17583295702934265,-0.0729873776435852,-0.10284557938575745,-0.09150853753089905,-0.040983647108078,-0.050524890422821045,0.15698224306106567,0.0853695273399353,0.07161271572113037,-0.030045324936509132,0.048121124505996704,-0.07816644757986069
43,43,legacy_list,manual,0.02,0.04,0.02,0.04,-0.22579166293144226,0.14990046620368958,False,False,0.14990046620368958,0.017454475164413452,-0.07191523909568787,-0.22579166293144226,-0.1407800316810608,-0.12693972885608673,0.0,hold(0),0.0029980093240737915,0.00034908950328826904,-0.0014383047819137573,-0.009031666442751884,-0.005631200969219208,-0.005077588837593794,True,True,True,True,0.040402963757514954,0.06149947643280029,0.0005572140216827393,0.0007928083068691194,0.0016161184757947922,0.001880775555036962,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.1301698386669159,-0.01973062753677368,0.14990046620368958,0.03760010004043579,0.02014562487602234,0.017454475164413452,-0.09977594017982483,-0.027860701084136963,-0.07191523909568787,-0.2148250937461853,0.010966569185256958,-0.22579166293144226,-0.11937540769577026,0.021404623985290527,-0.1407800316810608,-0.16734269261360168,-0.040402963757514954,-0.12693972885608673
44,44,legacy_list,manual,0.02,0.04,0.02,0.04,-0.08085821568965912,0.06309971213340759,False,False,0.06309971213340759,0.04920065402984619,-0.027038902044296265,-0.08085821568965912,-0.06944872438907623,-0.02131337858736515,0.0,hold(0),0.0012619942426681519,0.0009840130805969238,-0.0005407780408859253,-0.003234328469261527,-0.0027779489755630493,-0.0008525351295247674,True,True,True,True,0.0327974408864975,0.051328420639038086,0.000613093376159668,0.0007882139761932194,0.0013118976494297385,0.0013153880136087537,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.06578639149665833,0.0026866793632507324,0.06309971213340759,0.07985532283782959,0.0306546688079834,0.04920065402984619,-0.05166158080101013,-0.024622678756713867,-0.027038902044296265,-0.07899022847414017,0.0018679872155189514,-0.08085821568965912,-0.06795140355825424,0.001497320830821991,-0.06944872438907623,-0.0541108213365078,-0.0327974408864975,-0.02131337858736515
45,45,legacy_list,manual,0.02,0.04,0.02,0.04,-0.08008182048797607,0.07772669196128845,False,False,0.07772669196128845,0.06392598152160645,-0.08008182048797607,-0.028471780940890312,0.03531511873006821,0.05629965662956238,0.0,hold(0),0.001554533839225769,0.001278519630432129,-0.0016016364097595215,-0.0011388711864128709,0.0014126047026365995,0.0022519861813634634,True,True,True,True,0.06506866216659546,0.08090625703334808,0.00047972798347473145,0.0006456134142354131,0.0026027464773505926,0.002967498730868101,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.05374029278755188,-0.023986399173736572,0.07772669196128845,0.04347562789916992,-0.020450353622436523,0.06392598152160645,-0.08704438805580139,-0.006962567567825317,-0.08008182048797607,-0.061216194182634354,-0.03274441510438919,-0.028471780940890312,0.04937403276562691,0.0140589140355587,0.03531511873006821,-0.008769005537033081,-0.06506866216659546,0.05629965662956238
46,46,legacy_list,manual,0.02,0.04,0.02,0.04,-0.05470608174800873,0.07869824767112732,False,False,0.04999861121177673,0.07869824767112732,-0.04535391926765442,-0.03564359247684479,-0.05470608174800873,0.0718495100736618,0.0,hold(0),0.0009999722242355347,0.0015739649534225464,-0.0009070783853530884,-0.0014257436851039529,-0.002188243204727769,0.002873980440199375,True,True,True,True,0.045897286385297775,0.061797842383384705,0.000372469425201416,0.00042005148134194314,0.0018358913948759437,0.0023247762583196163,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.06862208247184753,0.0186234712600708,0.04999861121177673,0.07492750883102417,-0.0037707388401031494,0.07869824767112732,-0.054301321506500244,-0.008947402238845825,-0.04535391926765442,-0.06704635918140411,-0.031402766704559326,-0.03564359247684479,-0.07159308344125748,-0.01688700169324875,-0.05470608174800873,0.02595222368836403,-0.045897286385297775,0.0718495100736618
47,47,legacy_list,manual,0.02,0.04,0.02,0.04,-0.14285817742347717,0.010779500007629395,False,False,0.010779500007629395,-0.05178377032279968,-0.14285817742347717,-0.041753608733415604,-0.022280698642134666,-0.09206092357635498,0.0,hold(0),0.0002155900001525879,-0.0010356754064559937,-0.0028571635484695435,-0.0016701442655175924,-0.000891227915417403,-0.0036824368871748447,True,True,True,True,0.029666390269994736,0.041572604328393936,0.0003805607557296753,0.0005118545959703624,0.0011866556014865637,0.001310446416027844,0.0,0.0,0.0,17.836469650268555,17.836469650268555,0.0,closed,closed,10.0,10.0,80.0,80.0,False,env_step_obs_only,0.0,False,False,0.018493086099624634,0.007713586091995239,0.010779500007629395,-0.03275573253631592,0.019028037786483765,-0.05178377032279968,-0.15813633799552917,-0.015278160572052002,-0.14285817742347717,-0.07141999900341034,-0.029666390269994736,-0.041753608733415604,-0.015950599685311317,0.006330098956823349,-0.022280698642134666,-0.10443544387817383,-0.012374520301818848,-0.09206092357635498
