demo_global_index,demo_file_index,demo_local_episode_index,demo_file,demo_step,demo_transition_index,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,expected_dx_m,expected_dy_m,expected_dz_m,expected_rx_rad,expected_ry_rad,expected_rz_rad,live_prev_pose_found,live_next_pose_found,demo_prev_pose_found,demo_next_pose_found,live_err_norm_max,live_err_norm_l2,live_err_pos_max_m,live_err_pos_l2_m,live_err_rot_max_rad,live_err_rot_l2_rad,demo_err_norm_max,demo_err_pos_max_m,demo_err_rot_max_rad,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,demo_reward,demo_done,demo_mask,demo_terminal,refresh_success,refresh_source,reward,done,truncated,live_delta_action_0,live_action_err_0,demo_delta_action_0,live_delta_action_1,live_action_err_1,demo_delta_action_1,live_delta_action_2,live_action_err_2,demo_delta_action_2,live_delta_action_3,live_action_err_3,demo_delta_action_3,live_delta_action_4,live_action_err_4,demo_delta_action_4,live_delta_action_5,live_action_err_5,demo_delta_action_5
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,0,0,legacy_list,manual,0.02,0.03,0.02,0.03,-0.08719822764396667,0.049202024936676025,False,False,0.04764699563384056,0.049202024936676025,-0.05375158041715622,-0.022998781874775887,-0.022850874811410904,-0.08719822764396667,0.0,hold(0),0.0009529399103485048,0.0009840404381975532,-0.00107503158506006,-0.0006899634608998895,-0.0006855262327007949,-0.0026159468106925488,True,True,True,True,0.0937686339020729,0.13768669962882996,0.001175579964183271,0.0019117924384772778,0.0028130589053034782,0.0029729153029620647,0.03361741453409195,0.000538704392965883,0.0010085224639624357,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,-0.010257214307785034,-0.057904209941625595,0.039555132389068604,-0.009576976299285889,-0.058779001235961914,0.022266805171966553,-0.005486607551574707,0.04826497286558151,-0.031218677759170532,-0.019223062321543694,0.003775719553232193,-0.029078321531414986,0.008983667939901352,0.031834542751312256,-0.012472766451537609,0.00657040486112237,0.0937686339020729,-0.053580813109874725
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,1,1,legacy_list,manual,0.02,0.03,0.02,0.03,-0.7957864999771118,0.014167730696499348,False,False,-0.012452403083443642,0.014167730696499348,-0.0400179922580719,-0.5941689014434814,-0.509748637676239,-0.7957864999771118,0.0,hold(0),-0.0002490480546839535,0.00028335460228845477,-0.0008003598195500672,-0.017825067043304443,-0.015292459167540073,-0.023873593658208847,True,True,True,True,0.7957864999771118,1.1171900033950806,0.0008003598195500672,0.0008848110446706414,0.023873593658208847,0.0334894135594368,0.21901416778564453,0.0005747436662204564,0.006570424884557724,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.0,0.012452403083443642,0.011613965034484863,0.0,-0.014167730696499348,0.04290491342544556,0.0,0.0400179922580719,-0.06203576922416687,0.0,0.5941689014434814,-0.716498613357544,0.0,0.509748637676239,-0.6510041952133179,0.0,0.7957864999771118,-1.0148006677627563
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,2,2,legacy_list,manual,0.02,0.03,0.02,0.03,-0.787825345993042,0.008760667406022549,False,False,0.0077145034447312355,0.008760667406022549,-0.11634597927331924,-0.522989809513092,-0.47750964760780334,-0.787825345993042,0.0,hold(0),0.00015429007180500776,0.00017521333938930184,-0.00232691946439445,-0.01568969339132309,-0.01432528905570507,-0.023634759709239006,True,True,True,True,0.06661536544561386,0.11719140410423279,0.0013323072344064713,0.0017866803100332618,0.0018968170043081045,0.0022755071986466646,0.3736780881881714,8.72428499860689e-05,0.011210341937839985,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.03237500786781311,0.02466050535440445,0.012076646089553833,0.07537603378295898,0.06661536544561386,0.010892748832702637,-0.17051994800567627,-0.054173968732357025,-0.11432990431785583,-0.48804232478141785,0.034947484731674194,-0.7683202028274536,-0.5006234645843506,-0.02311381697654724,-0.6960703730583191,-0.8510525822639465,-0.06322723627090454,-1.1615034341812134
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,3,3,legacy_list,manual,0.02,0.03,0.02,0.03,-0.4219689667224884,0.0,False,False,-0.002994506387040019,-0.015788985416293144,-0.16109560430049896,-0.23306404054164886,-0.4219689667224884,-0.3359317183494568,0.0,hold(0),-5.989012788631953e-05,-0.00031577970366925,-0.0032219120766967535,-0.006991920992732048,-0.012659069150686264,-0.010077951475977898,True,True,True,True,0.05189588665962219,0.07579797506332397,0.00031693512573838234,0.000392367277527228,0.0015568765811622143,0.0021964532788842916,0.14065644145011902,2.4102627449451575e-08,0.004219693131744862,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.012852251529693604,0.01584675721824169,-0.0029943883419036865,-0.007046759128570557,0.008742226287722588,-0.015787780284881592,-0.15352368354797363,0.00757192075252533,-0.16109570860862732,-0.2837892174720764,-0.05072517693042755,-0.31075218319892883,-0.3700730800628662,0.05189588665962219,-0.5626254081726074,-0.3262247145175934,0.009707003831863403,-0.44790905714035034
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,4,4,legacy_list,manual,0.02,0.03,0.02,0.03,-0.7248222827911377,0.05676714703440666,False,False,-0.018857812508940697,0.007289721164852381,-0.29320043325424194,0.05676714703440666,-0.7248222827911377,0.04437178373336792,0.0,hold(0),-0.0003771562478505075,0.0001457944163121283,-0.005864008329808712,0.0017030143644660711,-0.02174466848373413,0.0013311534421518445,True,True,True,True,0.3664998710155487,0.40213820338249207,0.0018684709211811423,0.001897673588246107,0.010994995944201946,0.011723523959517479,0.2416074275970459,7.860362138956134e-09,0.007248222827911377,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,-0.017274171113967896,0.0015836413949728012,-0.01885741949081421,0.023795664310455322,0.01650594361126423,0.0072896480560302734,-0.19977688789367676,0.09342354536056519,-0.29320046305656433,0.021333936601877213,-0.03543321043252945,0.07568950951099396,-0.358322411775589,0.3664998710155487,-0.9664297103881836,-0.0865272805094719,-0.1308990716934204,0.059162501245737076
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,5,5,legacy_list,manual,0.02,0.03,0.02,0.03,-0.6738571524620056,0.06041257083415985,False,False,0.06041257083415985,-0.09451432526111603,-0.49622464179992676,-0.4762013256549835,-0.06458362191915512,-0.6738571524620056,0.0,hold(0),0.001208251342177391,-0.001890286453999579,-0.009924492798745632,-0.014286039397120476,-0.0019375085830688477,-0.02021571435034275,True,True,True,True,0.06571480631828308,0.08677568286657333,0.00042676329030655324,0.0006035862024873495,0.0019714441150426865,0.0024407594464719296,0.22461920976638794,1.5199184133507515e-08,0.006738576106727123,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.03910735249519348,-0.02130521833896637,0.06041228771209717,-0.09576380252838135,-0.0012494772672653198,-0.09451508522033691,-0.5175628066062927,-0.021338164806365967,-0.4962243139743805,-0.4880834221839905,-0.011882096529006958,-0.6349351406097412,0.0011311831185594201,0.06571480631828308,-0.0861114114522934,-0.6273855566978455,0.046471595764160156,-0.8984763622283936
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,6,6,legacy_list,manual,0.02,0.03,0.02,0.03,-0.46043774485588074,0.1691552698612213,False,False,0.1691552698612213,0.0015982232289388776,-0.4121437668800354,-0.46043774485588074,-0.34086480736732483,-0.29642030596733093,0.0,hold(0),0.0033831053879112005,3.1964464142220095e-05,-0.008242875337600708,-0.013813132420182228,-0.010225944221019745,-0.008892608806490898,True,True,True,True,0.09717360138893127,0.12081831693649292,0.0009066164493560791,0.0009834164520725608,0.0029152079951018095,0.003310795407742262,0.1534791886806488,1.342734279319302e-08,0.004604375455528498,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.15199556946754456,-0.017159700393676758,0.16915500164031982,0.009870529174804688,0.008272306062281132,0.0015988945960998535,-0.36681294441223145,0.045330822467803955,-0.4121437668800354,-0.41239675879478455,0.04804098606109619,-0.6139169335365295,-0.24369120597839355,0.09717360138893127,-0.4544863700866699,-0.3171241879463196,-0.020703881978988647,-0.39522701501846313
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,7,7,legacy_list,manual,0.02,0.03,0.02,0.03,-0.4643906056880951,0.10396558046340942,False,False,0.10396558046340942,0.09463237226009369,-0.4582335352897644,-0.3725690245628357,-0.20271357893943787,-0.4643906056880951,0.0,hold(0),0.0020793115254491568,0.0018926473567262292,-0.00916467048227787,-0.011177070438861847,-0.0060814074240624905,-0.013931717723608017,True,True,True,True,0.08241432905197144,0.12411534041166306,0.0016482865903526545,0.0016719636041671038,0.0022468729875981808,0.002752156462520361,0.1547965705394745,2.115964825577521e-08,0.00464389706030488,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.09712949395179749,-0.0068360865116119385,0.10396614670753479,0.08239299058914185,-0.012239381670951843,0.09463131427764893,-0.37581920623779297,0.08241432905197144,-0.4582338035106659,-0.3329414129257202,0.03962761163711548,-0.49675866961479187,-0.16755340993404388,0.03516016900539398,-0.2702847123146057,-0.3894948363304138,0.07489576935768127,-0.6191871762275696
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,8,8,legacy_list,manual,0.02,0.03,0.02,0.03,-0.3341110944747925,0.04601635783910751,False,False,0.0058314139023423195,0.026765048503875732,-0.3341110944747925,-0.10318531841039658,0.04601635783910751,-0.12853601574897766,0.0,hold(0),0.00011662827455438673,0.0005353009328246117,-0.006682221777737141,-0.0030955595429986715,0.0013804907212033868,-0.003856080351397395,True,True,True,True,0.07521223276853561,0.10572060942649841,0.0005193752003833652,0.000584676512517035,0.002256366889923811,0.003047951264306903,0.042846158146858215,1.1790543652523411e-08,0.001285384758375585,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,0.01132190227508545,0.00549048837274313,0.005830824375152588,0.014513731002807617,-0.012251317501068115,0.02676546573638916,-0.3600798547267914,-0.0259687602519989,-0.3341108560562134,-0.1783975511789322,-0.07521223276853561,-0.1375805139541626,0.08840004354715347,0.04238368570804596,0.061354734003543854,-0.18209882080554962,-0.05356280505657196,-0.17138217389583588
0,0,0,galaxea_usb_insertion_single_10_demos_abs2rel_feedback_2026-04-29_17-13-28.pkl,9,9,legacy_list,manual,0.02,0.03,0.02,0.03,-0.3051401376724243,0.03833416476845741,False,False,-0.08560283482074738,0.010205085389316082,-0.3051401376724243,-0.027928469702601433,0.017018569633364677,0.03833416476845741,0.0,hold(0),-0.0017120566917583346,0.0002041016996372491,-0.006102802697569132,-0.0008378540514968336,0.0005105570890009403,0.0011500249383971095,True,True,True,True,0.03776009753346443,0.06282809376716614,0.000288846786133945,0.000291583186481148,0.00113280292134732,0.0018333945190533996,0.01277850940823555,1.4398247039082435e-08,0.0003833552764263004,82.97457122802734,82.97457122802734,0.0,open,open,80.0,80.0,80.0,80.0,0.0,False,1.0,False,False,env_step_obs_only,0.0,False,False,-0.07116049528121948,0.014442339539527893,-0.08560270071029663,0.009049475193023682,-0.0011556101962924004,0.01020580530166626,-0.30676349997520447,-0.0016233623027801514,-0.30514001846313477,-0.06401784718036652,-0.036089375615119934,-0.037237826734781265,0.04874473810195923,0.0317261666059494,0.022691665217280388,0.0005740657215937972,-0.03776009753346443,0.05111267417669296
