episode_local_step,global_step,had_intervene_action,action_source,reward,done,mask,grasp_penalty,a0,a1,a2,a3,a4,a5,a6,gripper_label,pos_dx_mm,pos_dy_mm,pos_dz_mm,rot_droll_deg,rot_dpitch_deg,rot_dyaw_deg,policy_a6,stored_before_a6,raw_intervene_a6,obs_gripper_feedback,next_obs_gripper_feedback,env_raw_action6,env_mapped_hw,env_feedback_before,env_feedback_after,env_mem_before,env_mem_after,env_map_reason,critic_q_mean,critic_q_min,critic_q_max,critic_qs,grasp_q_selected,grasp_qs
0,1584,False,policy,0.0,False,1.0,0.0,0.27303794026374817,0.26941636204719543,-0.27025267481803894,-0.26831507682800293,0.0753859132528305,0.07897041738033295,0.0,hold(0),5.460758805274963,5.388327240943909,-5.405053496360779,-0.61493285927892,0.1727717865650611,0.18098686489118562,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9022653102874756,-0.9187653660774231,-0.8857651948928833,"[-0.8857651948928833, -0.9187653660774231]",0.3995126485824585,"[0.27182620763778687, 0.3995126485824585, 0.36499109864234924]"
1,1585,False,policy,0.0,False,1.0,0.0,0.17376895248889923,0.276618093252182,-0.16893881559371948,-0.28944116830825806,-0.2828662097454071,0.1331743597984314,0.0,hold(0),3.4753790497779846,5.53236186504364,-3.3787763118743896,-0.6633502944559562,-0.6482815994109657,0.3052131502322728,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.8985916972160339,-0.9073419570922852,-0.8898414373397827,"[-0.8898414373397827, -0.9073419570922852]",0.40571314096450806,"[0.24842819571495056, 0.40571314096450806, 0.35571420192718506]"
2,1586,False,policy,0.0,False,1.0,0.0,0.04387018829584122,0.2867298424243927,-0.2588803768157959,-0.18341763317584991,-0.2515011131763458,-0.16556407511234283,0.0,hold(0),0.8774037659168243,5.734596848487854,-5.177607536315918,-0.4203622507701964,-0.576398093113867,-0.37944490971696787,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9171744585037231,-0.93272465467453,-0.901624321937561,"[-0.901624321937561, -0.93272465467453]",0.396647185087204,"[0.25974801182746887, 0.396647185087204, 0.3531821668148041]"
3,1587,False,policy,0.0,False,1.0,0.0,-0.16226479411125183,0.23459765315055847,-0.22542083263397217,-0.2586636245250702,-0.28615856170654297,0.2449520379304886,0.0,hold(0),-3.2452958822250366,4.691953063011169,-4.508416652679444,-0.5928133599537254,-0.655827114292754,0.561388718261818,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9039456248283386,-0.9132899045944214,-0.8946013450622559,"[-0.8946013450622559, -0.9132899045944214]",0.39621683955192566,"[0.2687305212020874, 0.39621683955192566, 0.3636414408683777]"
4,1588,False,policy,0.0,False,1.0,0.0,0.21151205897331238,0.16459062695503235,-0.2572528123855591,-0.27513396739959717,-0.2727487087249756,0.26201286911964417,0.0,hold(0),4.230241179466248,3.2918125391006474,-5.145056247711182,-0.6305606053074759,-0.6250939951033646,0.6004892631467692,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.8998546600341797,-0.911900520324707,-0.8878087997436523,"[-0.8878087997436523, -0.911900520324707]",0.3946167230606079,"[0.25956058502197266, 0.3946167230606079, 0.36880257725715637]"
5,1589,False,policy,0.0,False,1.0,0.0,0.1798349916934967,0.29183849692344666,-0.001641531242057681,-0.03827572241425514,-0.22559340298175812,0.2868567109107971,0.0,hold(0),3.596699833869934,5.836769938468933,-0.03283062484115362,-0.08772149408604422,-0.5170219950739496,0.6574271544077211,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9172840118408203,-0.9256337881088257,-0.9089342951774597,"[-0.9089342951774597, -0.9256337881088257]",0.40146297216415405,"[0.3094762861728668, 0.40146297216415405, 0.3538292646408081]"
6,1590,False,policy,0.0,False,1.0,0.0,0.21871648728847504,0.2630313038825989,0.003240894293412566,-0.057218287140131,-0.2091437727212906,-0.268253356218338,0.0,hold(0),4.374329745769501,5.2606260776519775,0.06481788586825132,-0.13113465456388718,-0.4793222195349307,-0.614791406061209,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9161880612373352,-0.9275880455970764,-0.904788076877594,"[-0.904788076877594, -0.9275880455970764]",0.39968183636665344,"[0.32263511419296265, 0.39968183636665344, 0.34370434284210205]"
7,1591,False,policy,0.0,False,1.0,0.0,0.22136829793453217,0.18944329023361206,0.09659364819526672,-0.2568463683128357,0.08157990872859955,-0.21576720476150513,0.0,hold(0),4.427365958690643,3.788865804672241,1.9318729639053345,-0.5886485155035267,0.1869673785284488,-0.4945020076067714,1.0,1.0,,82.31785583496094,82.31785583496094,1.0,80.0,82.31785583496094,,,,open_event_to_open_cmd,-0.9041892290115356,-0.9119777679443359,-0.8964007496833801,"[-0.8964007496833801, -0.9119777679443359]",0.3946164548397064,"[0.28360339999198914, 0.3946164548397064, 0.395847350358963]"
8,1592,False,policy,0.0,False,1.0,0.0,0.16255517303943634,0.2870405316352844,-0.11674042791128159,-0.22720851004123688,0.061042219400405884,-0.14597733318805695,0.0,hold(0),3.2511034607887273,5.7408106327056885,-2.3348085582256317,-0.5207235477927464,0.13989846175019405,-0.3345554038500266,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.9052854776382446,-0.9220778942108154,-0.888493001461029,"[-0.888493001461029, -0.9220778942108154]",0.3767014443874359,"[0.30286890268325806, 0.3767014443874359, 0.29163628816604614]"
9,1593,False,policy,0.0,False,1.0,0.0,0.2916427552700043,0.27566295862197876,-0.26924484968185425,-0.28611963987350464,-0.03132782131433487,0.27946391701698303,0.0,hold(0),5.8328551054000854,5.513259172439575,-5.384896993637085,-0.6557379120221937,-0.07179807770605486,0.6404841188506958,0.0,0.0,,82.31785583496094,82.31785583496094,0.0,80.0,82.31785583496094,,,,hold_to_memory_or_latch,-0.8952524662017822,-0.9051871299743652,-0.8853177428245544,"[-0.8853177428245544, -0.9051871299743652]",0.3889661133289337,"[0.33173736929893494, 0.3889661133289337, 0.3397913873195648]"
